社區,地址,Latitude,Longitude,樓層數,企業主數,人數預估,安裝片數,棟數,落成,坪價,類型,強調
長榮富豪,桃園市桃園區莊敬路一段154號,25.0255705,121.3003003,12,108,324,4,3,1994年,18.0,住宅社區,false
天馥社區,桃園市蘆竹區大興一街156號,25.0159596,121.2626224,10~12,146,438,6,5,2013年,16.2,住宅社區,false
巴黎伯爵,桃園市桃園區莊敬路一段181巷6號,25.0244282,121.2996946,16,360,1080,10,10,1996年,35.0,住宅社區,false
宜誠君悅特區,桃園市蘆竹區大興八街93號,25.0175116,121.260362,13,104,112,2,1,2009年,16.0,住宅社區,false
豐田大郡,桃園市桃園區莊敬路一段210巷1號,25.0250339,121.2987805,14、23,725,2900,16,8,1996年,18.86,住宅社區,false
楓丹白露社區,桃園市蘆竹區大興十街101號,25.020767,121.2548238,12,88,264,4,4,2015年,20.0,住宅社區,false
台北捷豹,桃園市桃園區經國路280號,25.021957,121.303438,24,266,1064,4,2,1998年,18.71,住宅社區,false
寶欣天廈,桃園市蘆竹區大興十四街41號,25.0239627,121.2536701,12,72,216,3,2,1996年,19.0,住宅社區,false
龍鳳經國,桃園市桃園區經國路405號,25.0175048,121.3048692,16,160,480,4,4,1995年,18.4,住宅社區,false
御園道,桃園市龜山區文三二街66巷1號,25.0573266,121.3599508,9,144,432,8,8,2005年,24.4,住宅社區,false
新站京華,桃園市桃園區建國路61巷5之2號1樓,24.9852199,121.315248,10,320,1280,16,16,2002年,20.59,住宅社區,false
吉品天廈,桃園市龜山區文化二路38號,25.0588969,121.365245,12,142,426,4,2,2000年,43.0,住宅社區,false
世中心,桃園市桃園區新生路103號1樓,24.9966545,121.3085931,15,210,840,5,2,2019年,18.09,住宅社區,false
臺北樂高,桃園市龜山區文化七路111號,25.0517308,121.3647626,7~9,320,960,10,10,1997年,22.0,住宅社區,false
世界花園,桃園市桃園區永安路403巷2號,25.0015645,121.2982767,9,234,682,13,13,2000年,17.5,住宅社區,false
綠光社區,桃園市龜山區文化五路115巷6號B1,25.0533247,121.3635195,5~6,528,1584,21,21,1996年,22.0,住宅社區,false
成功大廈,桃園市桃園區壽山路202號,24.9958232,121.3246691,12,180,540,4,4,1985年,13.0,住宅社區,false
龍鳳禾園,桃園市龜山區龍鳳街32巷10號,25.0191653,121.4052476,7、8,50,200,3,3,2012年,27.43,住宅社區,false
葛里法2Ｗ社區,桃園市桃園區民族路256號,24.996387,121.3068814,25,100,300,4,2,2010年,26.2,住宅社區,false
龍鳳一品花園,桃園市龜山區龍鳳街25號,25.0186582,121.4052367,9,135,405,6,6,2015年,28.9,住宅社區,false
中正綠園邸,桃園市桃園區中正路1381號,25.0238183,121.2947464,20,359,1436,6,3,1997年,17.83,住宅社區,false
"Ai 樂捷市社區",桃園市龜山區長慶3街24號,25.0551168,121.3836128,15,344,1032,8,8,2020年,22.0,住宅社區,false
達爾菲二期,桃園市桃園區中埔二街216號,25.014226,121.2948734,15,30,120,1,1,2015年,31.61,住宅社區,false
威世紀,桃園市龜山區文興路110號,25.0580065,121.3647517,14,168,504,4,2,1998年,32.7,住宅社區,false
國強一街社區,桃園市桃園區國強一街266號,24.991294,121.280294,9,180,720,7,7,2003年,18.2,住宅社區,false
德興A8+社區,桃園市龜山區文興路36號,25.0595674,121.3636046,15,70,210,2,1,2014年,36.1,住宅社區,false
合遠家沁社區,桃園市桃園區國強十一街63號,24.9924643,121.2793225,15,131,393,1,1,2017年,22.0,住宅社區,false
鴻越雲鼎,桃園市龜山區文昌三街118號,25.0566077,121.369319,11,44,132,1,1,2009年,36.4,住宅社區,false
新美國,桃園市桃園區國強二街215號,24.9830729,121.274933,13,273,1092,10,8,1994年,12.39,住宅社區,false
貿商新城,桃園市龜山區中興路196巷2號,24.990121,121.333649,9,468,1404,26,26,2001年,14.1,住宅社區,false
麗池香榭社區,桃園市桃園區榮華街64巷40~62號,24.9763736,121.3215223,10~12,190,570,7,7,2006年,15.5,住宅社區,false
桃園縣陸光新城A區,桃園市龜山區長壽路521號1樓之1,24.9969104,121.3319953,154,594,1782,22,11,2005年,16.0,住宅社區,false
兼六園,桃園市桃園區莊一街156號,25.0210061,121.2912077,10~11,166,664,7,7,2006年,23.39,住宅社區,false
太子地球村B區,桃園市龜山區萬壽路二段653巷3號,24.998711,121.3460133,9,81,324,3,3,2008年,19.27,住宅社區,false
涵碧園,桃園市桃園區同安街7號,25.0110716,121.3056894,12,108,324,4,4,1998年,22.0,住宅社區,false
長庚特區,桃園市龜山區忠義路二段361號,25.0476605,121.3589358,7,238,714,11,11,2016年,21.5,住宅社區,false
米羅大地,桃園市桃園區同安街662號,25.025354,121.2973431,9、10,118,472,6,6,1995年,17.54,住宅社區,false
龍廷社區,桃園市龜山區振興路58巷3弄2號,25.003548,121.3507767,7、10,266,1064,19,19,1994年,14.0,住宅社區,false
宏國真愛C區,桃園市桃園區龍鳳三街84號,24.987338,121.279019,13,143,429,5,5,2000年,20.0,住宅社區,false
大景小城,桃園市龜山區優美街54巷3號,24.9989839,121.3622,7,238,714,17,17,1994年,9.5,住宅社區,false
新捷市,桃園市桃園區龍城一街51號,24.9830319,121.2724733,15,315,945,10,6,2019年,19.5,住宅社區,false
春虹龍歡喜社區,桃園市龍潭區聖亭路222號,24.8700438,121.2045906,7,228,684,19,19,2014年,21.0,住宅社區,false
紫京城大廈,桃園市桃園區中正五街290號,25.0021397,121.3021601,12~15,204,612,7,3,1994年,13.6,住宅社區,false
富寓,桃園市龍潭區上華里15鄰中正路上華段112巷36弄22號,24.8516505,121.22225,7、10,33,132,2,2,2016年,15.83,住宅社區,false
百川綠晶,桃園市桃園區寶慶路302號,25.015548,121.2916926,13,195,585,8,8,1995年,18.0,住宅社區,false
宏觀二期,桃園市龍潭區烏樹林里中豐路268巷61號,24.877714,121.212886,10,41,205,2,2,2019年,17.32,住宅社區,false
椰林書鄉,桃園市桃園區寶山街181號,25.0124239,121.3169044,10~19,240,680,10,10,2003年,18.5,住宅社區,false
慶賀綠都心,桃園市龍潭區新龍路215號,24.8582252,121.2129257,14,168,504,6,3,2016年,17.5,住宅社區,false
寶山名邸,桃園市桃園區寶山路227號,25.0118134,121.3148738,12,522,2088,22,3,1998年,19.56,住宅社區,false
藝樹年鑑社區,桃園市桃園區敬三街6號,25.0197939,121.2910037,14,196,588,8,4,2008年,22.5,住宅社區,false
天王星社區,桃園市桃園區敬三街209巷1號,25.0226261,121.2892942,7、8,198,594,11,11,1995年,15.5,住宅社區,false
美麗華,桃園市桃園區敬三街209巷2號,25.022816,121.289128,7,56,168,4,4,1995年,15.5,住宅社區,false
國際巨星社區,桃園市桃園區宏昌十二街595號,24.984469,121.288204,7、8,514,2056,29,29,1996年,17.0,住宅社區,false
GOLF公寓大廈,桃園市桃園區宏昌十街25號,24.985651,121.294366,12,156,468,6,6,2006年,19.5,住宅社區,false
璟都CASA社區,桃園市桃園區大連四街16號,25.0086228,121.3049301,13,169,507,5,5,2007年,20.5,住宅社區,false
大來賞,桃園市桃園區青田街224號,24.9838706,121.3068295,14,336,1344,10,10,2006年,16.63,住宅社區,false
中島美家,桃園市桃園區正光路86巷20號,24.9949503,121.2958859,14、15,62,248,2,2,2018年,23.99,住宅社區,false
紐約四季,桃園市桃園區永安北路381巷6弄8號,25.0164871,121.2922388,9、10,148,592,7,7,2005年,21.38,住宅社區,false
傳世國寶社區,桃園市中壢區長興街30號,24.9703692,121.2507807,12,280,840,10,10,2005年,19.0,住宅社區,false
生活家,桃園市桃園區同德十街41號,25.0180945,121.2931754,9,144,432,7,7,2000年,20.7,住宅社區,false
臻愛一生,桃園市桃園區同德二街63號,25.0109193,121.3020087,9,180,540,8,8,2003年,24.0,住宅社區,false
凡賽絲,桃園市桃園區同德十二街366號,25.0195959,121.2922013,19~21,122,480,4,2,2014年,29.14,住宅社區,false
"漢生 ROOM18 社區",桃園市桃園區民有三街475號,25.0122181,121.3140508,12,202,808,4,2,2011年,21.0,住宅社區,false
中正愛家B區,桃園市桃園區同德十街30巷24號,25.018504,121.293673,8,152,440,6,6,1996年,18.5,住宅社區,false
百川晶硯A區,桃園市桃園區民有十二街20號,25.010036,121.3149456,15,135,405,4,4,2014年,24.0,住宅社區,false
臻星社區,桃園市桃園區民有十二街50號,25.0111265,121.3142032,14,224,672,8,8,2007年,21.0,住宅社區,false
金蘋果村,桃園市桃園區天祥七街97之1號地下室,25.0229711,121.3000019,7,154,462,7,7,1994年,18.5,住宅社區,false
必富邑B區社區,桃園市桃園區龍城二街51號,24.9832971,121.2715837,9,144,432,8,4,1998年,13.4,住宅社區,false
臻好社區,桃園市桃園區龍城三街45號,24.9803272,121.2706585,8~10,163,489,7,7,2001年,15.9,住宅社區,false
慕朶微風,桃園市桃園區慈文路330號,25.0051714,121.3001503,17,66,264,1,1,2015年,15.0,住宅社區,false
中泰宏園,桃園市桃園區宏昌六街160號之1,24.9873979,121.2933182,20,360,1440,9,5,1996年,15.6,住宅社區,false
天空樹,桃園市桃園區宏昌六街16號,24.9892013,121.2996497,13,94,384,4,4,2014年,16.63,住宅社區,false
田園北京大樓,桃園市桃園區永福西街112巷3號,24.9640158,121.2948686,12、13,198,594,8,8,1994年,17.0,住宅社區,false
鴻莊大樓,桃園市桃園區永福西街115巷14號,24.9638076,121.29483,11~12,187,561,7,7,1996年,16.7,住宅社區,false
台北新都社區公寓大廈,桃園市桃園區桃鶯路294號,24.9793408,121.3208703,8,480,1440,24,24,1994年,18.0,住宅社區,false
飛皇富邑,桃園市桃園區南豐三街30號,24.9818296,121.3058784,13、14,101,404,4,4,1993年,14.76,住宅社區,false
陽明天下,桃園市桃園區陽明十街19號,24.9788532,121.3092906,12,144,576,5,3,1991年,16.0,住宅社區,false
博市大廈,桃園市桃園區大業路一段58號,25.0047124,121.317725,8,232,720,11,11,1998年,15.3,住宅社區,false
臻愛歐洲,桃園市桃園區大業路一段162號,25.0078857,121.3158616,13,507,1521,19,19,2005年,20.5,住宅社區,false
城市公爵社區,桃園市桃園區大業路一段419~455號,25.0148154,121.3116164,7,128,512,8,8,1994年,16.0,住宅社區,false
竹城橫濱,桃園市桃園區大業路二段196號,25.0200327,121.3105847,12,160,480,8,8,2012年,30.0,住宅社區,false
竹城金閣,桃園市桃園區大業路二段226號,25.0208783,121.3103493,11~12,162,648,6,6,2008年,19.02,住宅社區,false
雲觀大廈,桃園市桃園區南平路70號,25.0209262,121.3049052,16,128,384,4,4,1995年,16.0,住宅社區,false
竹之城,桃園市桃園區南平路445號,25.0166839,121.2951711,12、13,162,648,6,6,1998年,20.94,住宅社區,false
百年皇宮,桃園市桃園區民安路69號,24.9975789,121.3000249,8~14,192,848,12,8,1989年,13.42,住宅社區,false
美力城邦極美館社區,桃園市桃園區樹仁三街15巷22號,24.9737917,121.3224282,14,224,672,5,5,2014年,21.0,住宅社區,false
典藏龍邸,桃園市桃園區龍壽街100巷1號,24.9814089,121.2687027,8,184,552,11,11,1995年,15.0,住宅社區,false
宏國真愛E區,桃園市桃園區龍鳳三街65巷24號,24.9865069,121.2795557,13、20,336,1344,10,8,1999年,16.33,住宅社區,false
新站御庭苑,桃園市桃園區大豐路76號,24.9805992,121.3172995,7~10,286,858,13,13,2003年,19.7,住宅社區,false
耀時代社區,桃園市桃園區大興路120巷21號,25.016049,121.3096801,9、10,96,384,5,5,2014年,25.0,住宅社區,false
城市豪景(二)期,桃園市桃園區大興路192巷2號,25.0161414,121.3121203,12,132,396,5,5,1995年,18.0,住宅社區,false
城市豪景,桃園市桃園區大興路200號,25.0159832,121.3124847,12,84,252,3,3,1995年,15.0,住宅社區,false
城市大亨,桃園市桃園區大興西路二段26號,25.0125132,121.2986815,216,491,1473,13,13,1995年,28.0,住宅社區,false
紐約大時代,桃園市桃園區大興西路二段69巷66號,25.0097892,121.2990309,15,436,1308,9,9,2011年,39.0,住宅社區,false
伊勢丹名人道,桃園市桃園區大有路152號,25.0069945,121.3211534,12,174,696,3,1,1994年,14.39,住宅社區,false
和發天鑽社區,桃園市桃園區大有路168號,25.0073106,121.3210459,14~15,175,525,5,4,2019年,20.0,住宅社區,false
羅丹一期,桃園市桃園區大有路496號,25.0130295,121.3185514,16,160,480,4,4,1994年,15.5,住宅社區,false
藝集,桃園市桃園區大有路726號,25.0186204,121.3159118,14,77,308,4,2,2015年,20.44,住宅社區,false
益展城心,桃園市桃園區大華五街62號,25.00217,121.30898,14~15,97,291,3,3,2014年,23.6,住宅社區,false
鴻築微風社區,桃園市桃園區中山路1308巷351號,24.9859872,121.2740139,15,162,648,6,3,2019年,20.0,住宅社區,false
寶祥縣寶,桃園市桃園區中山路1000~1000之7號,24.9886181,121.2852842,17,548,2900,14,6,1996年,13.9,住宅社區,false
拉斐爾,桃園市桃園區龍泉一街1號,24.9795711,121.2712246,14,114,456,4,2,2013年,15.43,住宅社區,false
必富邑國宅G區,桃園市桃園區龍泉六街58號,24.9839378,121.2718771,7~9,101,303,5,5,2000年,15.0,住宅社區,false
閱讀萊茵,桃園市桃園區龍泉六街186號,24.983162,121.2685477,13,156,464,6,4,2013年,16.6,住宅社區,false
尊爵會館,桃園市桃園區敬二街61號,25.023777,121.2926008,7,40,120,2,2,2004年,25.0,住宅社區,false
青春物語,桃園市中壢區永福路668號,24.9601606,121.2581793,8,96,288,3,3,2008年,17.0,住宅社區,false
雅硯,桃園市中壢區永福路926號,24.9623301,121.2540652,7,56,168,4,4,2006年,17.0,住宅社區,false
柏德公園B區,桃園市中壢區實踐路226號,24.9573678,121.2392187,8,64,192,4,4,2002年,16.8,住宅社區,false
國王花園,桃園市中壢區晉元路301巷46號,24.952492,121.264282,12,264,792,9,7,1994年,15.0,住宅社區,false
太子國寶,桃園市中壢區後寮一路146號,24.9406508,121.2457879,10,280,840,10,10,1997年,16.0,住宅社區,false
榮耀歐洲,桃園市中壢區溪州街267巷2號,24.9618331,121.2300437,11~12,486,1944,20,20,2005年,18.59,住宅社區,false
宜誠春天行館社區,桃園市平鎮區莊隆街1號,24.9033772,121.2126764,13~15,134,536,5,5,2015年,17.0,住宅社區,false
藝樹賞,桃園市中壢區自強六路67號,24.9744183,121.2486328,11~12,68,204,3,3,2005年,16.8,住宅社區,false
自立社區,桃園市中壢區自立五街82號,24.966391,121.2517498,12、14,2692,10768,86,49,2004年,11.2,住宅社區,false
北帝國觀天,桃園市中壢區環中東路二段312巷294之1號,24.9484796,121.2352467,14,518,2072,11,8,1999年,13.82,住宅社區,false
陸光五村,桃園市中壢區陸光二街30號,24.9651098,121.2578177,14,868,2604,30,17,1982年,20.0,住宅社區,false
連都大地一期,桃園市中壢區榮安十五街75巷1~31號,24.9607594,121.2592389,8,160,480,8,8,1993年,16.0,住宅社區,false
大學世家,桃園市中壢區同慶路36號,24.945079,121.252685,10,120,360,6,6,1993年,15.0,住宅社區,false
中國龍,桃園市中壢區林森路122號,24.9447426,121.2265215,8,56,224,3,3,1998年,14.06,住宅社區,false
富甲尊爵,桃園市中壢區仁福三街82號,24.9401935,121.2560337,12,216,648,9,9,1994年,17.0,住宅社區,false
海華國際星鑽,桃園市中壢區七合一街99號,24.96382,121.2263587,15,292,876,7,3,2018年,20.0,住宅社區,false
海德一號,桃園市中壢區民族路六段126號,24.9602033,121.1637685,76,148,592,10,6,2016年,16.0,住宅社區,false
太子鎮,桃園市中壢區龍和一街251號,24.9392231,121.2453645,225,522,1566,25,25,1996年,17.0,住宅社區,false
太陽村,桃園市中壢區仁和街23號,24.9799145,121.2577899,15,150,450,5,3,1994年,12.1,住宅社區,false
綠藝心賞,桃園市中壢區崁頂路1381號,24.9520872,121.2667196,10,160,480,4,4,2007年,18.0,住宅社區,false
美麗歐洲,桃園市中壢區中園路28號,24.9653447,121.2371465,15,600,2400,16,15,2007年,17.0,住宅社區,false
中壢京站,桃園市中壢區新興路230巷16~60號,24.9537817,121.2283382,15,330,990,6,3,2012年,23.0,住宅社區,false
中壢香格里拉大廈,桃園市中壢區中華路二段330號,24.964734,121.235764,16,324,960,8,4,1995年,21.0,住宅社區,false
哥德宮庭,桃園市中壢區慈惠三街121號之3,24.9633514,121.2254515,15,330,990,14,7,1994年,25.0,住宅社區,false
優活賞,桃園市中壢區龍川四街35號,24.9369045,121.2457947,13,182,546,7,7,2009年,14.0,住宅社區,false
花園城堡,桃園市中壢區龍慈路107號,24.9422242,121.2466994,15,180,540,5,4,2013年,20.0,住宅社區,false
益展詠富,桃園市中壢區龍仁路43號,24.9374631,121.2344728,15,105,315,3,3,1993年,20.0,住宅社區,false
太子天廈,桃園市中壢區中山東路三段61號,24.9449444,121.248259,24,504,1512,6,3,2007年,20.0,住宅社區,false
唐都,桃園市中壢區中山東路三段230巷6號,24.9421208,121.2499415,26,117,351,4,2,1991年,19.0,住宅社區,false
臻美,桃園市中壢區松信路111號,24.9619738,121.1650303,13,117,351,3,3,2018年,20.0,住宅社區,false
智匯城,桃園市中壢區松信路168號,24.962859,121.1662019,15,187,748,5,4,2016年,15.59,住宅社區,false
宜誠天匯2社區,桃園市中壢區松義路67號,24.9598899,121.1656128,15,146,438,5,3,2015年,20.0,住宅社區,false
大清哈佛,桃園市中壢區松義路115號,24.9601593,121.1665248,15,205,820,6,4,2014年,15.73,住宅社區,false
中壢福利讚,桃園市中壢區復華九街115號,24.975215,121.246559,7,126,504,6,6,1994年,12.3,住宅社區,false
智聖天廈,桃園市中壢區新明路157之1號,24.9612295,121.2153138,14,114,456,4,2,1994年,18.0,住宅社區,false
一品中原,桃園市中壢區仁慈路100號,24.9449181,121.2510985,11,99,297,4,4,2000年,18.0,住宅社區,false
元智生活會館社區,桃園市中壢區興仁路二段99號,24.9665304,121.2634815,10,675,1350,4,1,2006年,15.0,住宅社區,false
金鑽名第,桃園市中壢區興仁路二段297巷2號,24.9639134,121.2649498,7,140,420,7,7,1994年,21.0,住宅社區,false
金璽傳家,桃園市中壢區興仁路二段297巷1號,24.9641556,121.2649511,8,128,384,8,5,1992年,16.0,住宅社區,false
合遠大學城向陽館,桃園市中壢區興仁路二段331號,24.9634766,121.2647448,15,159,636,5,3,2019年,15.88,住宅社區,false
鼎藏晶華一期,桃園市中壢區興仁路二段648巷46~66號,24.9576205,121.2643134,12,96,288,2,2,2002年,20.0,住宅社區,false
鼎藏晶華二期,桃園市中壢區興仁路二段648巷2~40號,24.9576205,121.2643134,12,480,1440,8,8,2003年,20.0,住宅社區,false
北帝國皇家宮廷,桃園市中壢區龍岡路二段367號,24.940926,121.2310779,16,176,528,5,3,1994年,19.0,住宅社區,false
向陽特區社區,桃園市中壢區文化路306號,24.97782,121.2517823,13,155,465,5,5,2008年,21.0,住宅社區,false
站前A+社區,桃園市中壢區青雲路108號,25.0140347,121.2202035,13,220,660,4,2,2018年,28.0,住宅社區,false
合遠大學城綠馥館,桃園市中壢區榮和六街118號,24.9632726,121.2652412,12,64,256,2,2,2017年,16.0,住宅社區,false
國璽苑社區,桃園市中壢區領航北路二段65號,25.0078927,121.2020587,21,166,332,4,2,2015年,26.0,住宅社區,false
柏德CITY社區,桃園市中壢區實踐路225號,24.9571719,121.2386989,10,910,1365,7,3,2004年,18.2,住宅社區,false
維納斯,桃園市中壢區普義路223號,24.9618013,121.2308019,12~13,386,1158,14,14,2004年,19.6,住宅社區,false
環東小貴族,桃園市中壢區環中東路167號,24.9645121,121.2583454,12,121,200,1,1,1996年,15.1,住宅社區,false
法國香榭,桃園市中壢區環西路二段226巷3號,24.9642794,121.2116492,15,270,810,4,3,2010年,21.0,住宅社區,false
法國之星,桃園市中壢區環西路二段278號,24.9645979,121.2123854,15,577,2885,19,19,2005年,20.47,住宅社區,false
宏國中壢新城,桃園市中壢區環西路二段300巷17號1樓,24.9641287,121.2133841,17~20,325,1240,6,8,1993年,15.37,住宅社區,false
花田囍市,桃園市中壢區環保路281號,25.0070364,121.1907614,15,240,960,7,7,2016年,14.62,住宅社區,false
文華漾社區,桃園市中壢區龍陵路197號,24.9350569,121.2312853,13,150,600,6,6,2018年,15.0,住宅社區,false
水悅,桃園市中壢區莊敬路829巷13號,24.9634462,121.2549629,12,408,1224,13,13,2008年,19.7,住宅社區,false
微笑城堡,桃園市中壢區長興街29號,24.9709106,121.250448,12,240,720,10,7,2013年,22.0,住宅社區,false
勤樸悅圓,桃園市中壢區育樂路32號,24.9641777,121.235257,13,143,429,3,3,2017年,18.0,住宅社區,false
幸福悅,桃園市中壢區新生路三段888號,25.0037185,121.2143589,15,75,225,2,2,2016年,20.0,住宅社區,false
鴻福大街,桃園市中壢區成章一街101巷14號,24.9760562,121.2571745,9,396,1188,14,14,1995年,13.5,住宅社區,false
維多利亞,桃園市中壢區富國街35號,24.9683258,121.2578066,15,120,360,4,4,2011年,26.0,住宅社區,false
博市國宅,桃園市中壢區成章三街143巷3號,24.9818221,121.2555688,8,264,792,17,17,1997年,15.0,住宅社區,false
北帝國第五期,桃園市中壢區執信一街171號,24.9448978,121.2270683,9,396,720,9,7,1998年,19.0,住宅社區,false
雲邸,桃園市中壢區龍慈路832之1號,24.9340923,121.2375638,13,169,468,4,2,1994年,22.0,住宅社區,false
宜誠鉑金苑社區,桃園市中壢區南園二路269號,24.971414,121.228297,12,189,567,9,9,2013年,18.0,住宅社區,false
麗朵,桃園市中壢區南園二路296巷10號,24.9725907,121.2279402,13~15,252,756,8,7,2015年,18.0,住宅社區,false
海華國際會館,桃園市中壢區九和一街1號,24.9618313,121.2233083,22,572,880,7,3,2008年,26.0,住宅社區,false
鴻都大樓,桃園市中壢區後興路一段183號,24.9412805,121.2454497,13,144,576,4,4,1996年,13.0,住宅社區,false
春虹e吉邦,桃園市中壢區華美一路14號,24.9510108,121.2602684,9,306,918,14,14,2002年,16.0,住宅社區,false
天郡,桃園市中壢區華美三路283號,24.9462345,121.2588356,15,150,450,5,5,1997年,21.0,住宅社區,false
天翔,桃園市中壢區華美三街353號,24.9462345,121.2588356,14~15,340,1020,10,5,2017年,16.0,住宅社區,false
